Employee_ID,Name,Age,Gender,Department,Experience_Years,Education_Level,Salary_USD,Bonus_%,Job_Role,Joining_Date,City,State,Country,Performance_Rating,Remote_Work,Overtime_Hours_Monthly,Projects_Handled,Attrition
E0865,Sunil Khan,150.0,Male,Finance,100.0,Bachelor,,14.24,Software Engineer,2021-02-23,Bangalore,Karnataka,India,4.0,No,400.0,17,Yes
E0261,S. Chopra,54.0,Female,Support,100.0,PhD,2329.31,11.9,Sales Associate,2016-03-20,London,England,UK,5.0,,400.0,16,Yes
E0200,Neha Nair,-5.0,Female,Finance,100.0,Master,4111.41,11.89,Data Analyst,2018-05-27,Delhi,Delhi,India,,,400.0,15,No
E0059,Ravi Reddy,57.0,Female,Support,100.0,High School,6654.37,10.07,Manager,2016-01-06,Sydney,NSW,Australia,5.0,,25.0,5,Yes
E0064,Karan Patel,-5.0,Male,Admin,-3.0,Bachelor,4106.97,14.28,Data Analyst,2007-03-25,Mumbai,Maharashtra,India,4.0,,,15,No
E0701,Sneha Nair,-5.0,Female,Sales,11.9,Bachelor,3195.9,5.65,Data Analyst,2009-05-05,London,England,UK,4.0,Yes,23.0,17,Yes
E0713,Vivek Nair,-5.0,Male,Sales,,PhD,8098.04,3.8,Sales Associate,2017-03-26,Delhi,Delhi,India,2.0,No,400.0,9,Yes
E0366,Vikas Chopra,,Female,Finance,9.6,Master,5157.27,0.01,HR Executive,2008-03-23,New York,New York,USA,4.0,Yes,5.0,14,Yes
E0101,A. Nair,,Female,Sales,-3.0,PhD,3879.64,13.74,Manager,2005-07-09,London,England,UK,,Yes,37.0,2,No
E0169,Deepak Gupta,-5.0,Male,Marketing,-3.0,High School,4025.75,7.04,Manager,2009-12-01,New York,New York,USA,3.0,No,400.0,13,No
E0539,Sunil Gupta,38.0,Female,Sales,,Master,11386.22,11.49,Manager,2020-10-08,Sydney,NSW,Australia,4.0,Yes,36.0,30,Yes
E0356,Priya Das,,Male,IT,4.4,PhD,2410.64,15.8,HR Executive,2020-02-16,Mumbai,Maharashtra,India,,No,,14,Yes
E0248,Jyoti Sharma,,Male,Sales,3.6,Master,3750.36,10.13,Data Analyst,2021-08-18,Sydney,NSW,Australia,1.0,Yes,,10,No
E0524,D. Sharma,-5.0,Male,Admin,7.4,Bachelor,6588.53,3.73,Software Engineer,2012-08-03,New York,New York,USA,5.0,,44.0,12,Yes
E0831,Anjali Sharma,64.0,Male,Admin,9.9,PhD,3620.54,7.53,Software Engineer,2015-06-09,Bangalore,Karnataka,India,2.0,,,1,Yes
E0389,Vivek Sharma,150.0,Female,Sales,-3.0,Bachelor,9879.5,16.92,HR Executive,2011-07-06,San Francisco,California,USA,1.0,No,0.0,12,Yes
E1023,Karan Verma,38.0,Female,Finance,,Bachelor,5036.8,11.13,HR Executive,2017-06-23,San Francisco,California,USA,2.0,Yes,17.0,30,No
E0863,Pooja Verma,22.0,Male,Finance,-3.0,PhD,4594.04,6.0,HR Executive,2007-08-15,New York,New York,USA,4.0,Yes,,10,Yes
E0886,Rina Singh,45.0,Female,Sales,-3.0,Bachelor,2816.13,14.45,Sales Associate,2021-04-18,San Francisco,California,USA,2.0,No,51.0,13,No
E0480,Ravi Gupta,,Female,Marketing,-3.0,High School,5981.95,13.67,Manager,2005-03-15,London,England,UK,4.0,No,,14,No
E0919,Raj Patel,,Female,Finance,9.6,PhD,327734.48,10.98,Software Engineer,2011-07-17,London,England,UK,,Yes,31.0,30,Yes
E0067,Karan Reddy,-5.0,Other,Sales,,Master,2714.06,11.79,Manager,2007-06-04,San Francisco,California,USA,4.0,No,,28,Yes
E0614,Neha Sharma,46.0,Female,Sales,9.0,PhD,4742.92,0.59,Software Engineer,2019-08-13,Sydney,NSW,Australia,4.0,,52.0,3,Yes
E0068,Jyoti Chopra,-5.0,Mlae,Support,,Bachelor,7166.1,15.27,HR Executive,2015-03-22,New York,New York,USA,,,,3,No
E0245,Ravi Gupta,54.0,Male,Sales,,Master,1594.83,15.15,Software Engineer,2014-03-12,Sydney,NSW,Australia,4.0,,400.0,2,Yes
E0013,Anjali Patel,,Male,Marketing,-3.0,High School,1080.66,3.36,Sales Associate,2015-05-07,Mumbai,Maharashtra,India,3.0,Yes,400.0,5,No
E0355,Vivek Verma,,Female,Admin,,Bachelor,1520.57,8.19,Software Engineer,2015-01-04,Delhi,Delhi,India,,No,400.0,24,No
E0546,Vivek Das,150.0,,Support,8.0,Master,3089.75,12.12,Software Engineer,2015-03-17,San Francisco,California,USA,4.0,,,22,Yes
E0463,Vivek Patel,150.0,Male,Marketing,100.0,Bachelor,8123.02,10.16,Manager,2014-06-04,New York,New York,USA,4.0,,400.0,26,Yes
E0297,Sneha Gupta,-5.0,Male,Finance,,Bachelor,7217.41,14.1,HR Executive,2006-07-05,San Francisco,California,USA,5.0,No,400.0,12,Yes
E0667,Rina Gupta,24.0,Male,Finance,-3.0,High School,3510.19,6.62,HR Executive,2012-04-02,London,England,UK,4.0,No,,7,No
E0310,Deepak Patel,150.0,Female,Marketing,11.9,Master,8131.05,9.67,HR Executive,2016-01-10,London,England,UK,3.0,No,,3,Yes
E0185,Karan Gupta,150.0,Female,Admin,,High School,5508.84,11.69,HR Executive,2011-08-27,Bangalore,Karnataka,India,,No,400.0,2,Yes
E0343,Vikas Reddy,,Female,Finance,10.2,Bachelor,5240.06,13.07,HR Executive,2009-02-11,Mumbai,Maharashtra,India,4.0,Yes,16.0,11,Yes
E0964,Raj Reddy,150.0,Female,Finance,11.9,Bachelor,5282.51,0.65,Software Engineer,2021-08-11,Delhi,Delhi,India,,,400.0,29,No
E0238,S. Reddy,150.0,Female,Finance,-3.0,Bachelor,3910.16,12.0,Sales Associate,2018-12-04,Mumbai,Maharashtra,India,5.0,No,400.0,23,No
E0483,Vikas Das,62.0,,Admin,7.4,High School,6172.73,16.19,HR Executive,2022-02-21,San Francisco,California,USA,5.0,Yes,400.0,28,No
E0775,P. Gupta,61.0,,HR,-3.0,Bachelor,8348.98,9.97,Manager,2011-09-09,London,England,UK,,Yes,,8,Yes
E0322,Karan Patel,,Female,IT,-3.0,High School,4820.53,17.2,HR Executive,2008-04-27,San Francisco,California,USA,4.0,No,,25,No
E0982,Raj Patel,,Male,Support,-3.0,Master,5648.11,4.26,Sales Associate,2006-02-17,New York,New York,USA,1.0,No,,16,Yes
E0924,V. Reddy,-5.0,Male,Finance,100.0,Bachelor,4588.28,6.27,Data Analyst,2010-12-12,Delhi,Delhi,India,4.0,Yes,,11,Yes
E0852,Karan Chopra,58.0,Female,Support,11.9,PhD,3263.41,12.67,Software Engineer,2019-05-14,Bangalore,Karnataka,India,1.0,Yes,400.0,20,Yes
E0727,Rina Sharma,-5.0,Mlae,HR,,PhD,5013.6,9.05,Manager,2008-03-18,Delhi,Delhi,India,2.0,Yes,29.0,30,Yes
E0257,K. Das,-5.0,Female,Support,-3.0,Bachelor,8624.9,13.54,HR Executive,2014-05-24,San Francisco,California,USA,4.0,No,40.0,4,Yes
E0291,Rina Reddy,150.0,Other,IT,-3.0,PhD,3403.41,3.1,Software Engineer,2012-12-21,London,England,UK,2.0,,400.0,27,Yes
E0293,R. Gupta,150.0,Female,Finance,100.0,Bachelor,5447.58,9.92,Software Engineer,2017-03-01,Bangalore,Karnataka,India,1.0,Yes,0.0,30,Yes
E0003,S. Patel,-5.0,,Admin,-3.0,High School,6534.87,7.65,Data Analyst,2016-06-07,Bangalore,Karnataka,India,,,41.0,20,Yes
E0007,Vivek Patel,150.0,Male,Admin,-3.0,High School,2175.39,17.33,Manager,2014-04-02,Bangalore,Karnataka,India,5.0,Yes,,16,Yes
E0586,S. Khan,150.0,Male,HR,,PhD,4725.1,14.76,Sales Associate,2005-06-11,Mumbai,Maharashtra,India,4.0,Yes,,16,Yes
E0391,Rina Verma,-5.0,Mlae,HR,,Bachelor,5562.38,10.52,Sales Associate,2018-12-03,Mumbai,Maharashtra,India,2.0,Yes,,13,No
E0856,Raj Singh,-5.0,Male,HR,,PhD,3008.37,13.26,Sales Associate,2018-07-16,Sydney,NSW,Australia,3.0,No,16.0,1,No
E0319,Jyoti Verma,-5.0,Male,Admin,-3.0,High School,7234.59,0.0,Data Analyst,2014-03-25,Mumbai,Maharashtra,India,,Yes,59.0,30,No
E0885,V. Gupta,,Male,Finance,12.6,PhD,7061.16,6.71,Manager,2019-05-17,Mumbai,Maharashtra,India,2.0,No,55.0,14,Yes
E0540,Vivek Das,150.0,Female,Admin,100.0,Master,4147.28,15.74,Data Analyst,2023-08-21,Sydney,NSW,Australia,2.0,Yes,400.0,1,Yes
E0882,Jyoti Chopra,150.0,Female,Admin,6.7,High School,2820.73,6.08,Software Engineer,2016-04-27,Mumbai,Maharashtra,India,4.0,Yes,,5,Yes
E0216,Anjali Nair,,Female,Marketing,8.6,PhD,-393.77,9.73,Data Analyst,2012-06-14,San Francisco,California,USA,5.0,,,27,No
E0266,Jyoti Gupta,30.0,Male,IT,,Bachelor,4920.89,13.41,Sales Associate,2014-06-05,Delhi,Delhi,India,1.0,,43.0,7,Yes
E0533,Sneha Reddy,,Male,HR,100.0,Master,9114.99,10.1,Sales Associate,2005-02-10,Mumbai,Maharashtra,India,3.0,No,54.0,15,No
E0873,Rina Patel,62.0,Male,Support,,PhD,5163.99,12.29,HR Executive,2016-05-28,San Francisco,California,USA,1.0,,53.0,10,Yes
E0555,Karan Sharma,150.0,Male,Support,,PhD,3784.36,16.48,Sales Associate,2013-08-10,San Francisco,California,USA,5.0,,400.0,1,No
E0446,Sneha Patel,,Male,Sales,8.3,Bachelor,3773.19,8.49,Manager,2014-06-14,San Francisco,California,USA,5.0,No,400.0,22,No
E0459,R. Nair,,Male,Admin,-3.0,Bachelor,4581.35,6.65,Manager,2005-05-06,New York,New York,USA,4.0,,38.0,3,Yes
E0680,Ravi Gupta,38.0,Female,HR,7.5,High School,4948.85,1.15,Software Engineer,2009-03-04,London,England,UK,,Yes,400.0,12,No
E0916,Karan Patel,-5.0,Other,Finance,8.5,High School,5482.64,4.24,Sales Associate,2013-06-06,Mumbai,Maharashtra,India,,No,47.0,14,No
E0300,Karan Das,62.0,Female,Finance,10.7,High School,7413.02,5.92,Manager,2014-04-21,San Francisco,California,USA,1.0,No,400.0,6,No
E0995,P. Khan,,Male,Sales,-3.0,High School,5577.45,1.73,Software Engineer,2021-10-08,Delhi,Delhi,India,2.0,Yes,400.0,19,Yes
E0616,Rina Patel,37.0,Male,Admin,100.0,Bachelor,7531.42,5.67,HR Executive,2020-01-09,San Francisco,California,USA,3.0,Yes,9.0,6,Yes
E0368,Sneha Nair,150.0,Mlae,HR,4.5,PhD,9176.75,9.3,Sales Associate,2009-02-12,London,England,UK,3.0,No,400.0,1,Yes
E0893,Jyoti Reddy,57.0,Mlae,Support,100.0,Bachelor,1870.39,10.48,Data Analyst,2016-11-19,Mumbai,Maharashtra,India,1.0,No,24.0,2,Yes
E0347,N. Verma,,Female,HR,11.1,Master,7094.2,18.42,Manager,2023-03-07,Sydney,NSW,Australia,,No,20.0,24,Yes
E0429,Rina Khan,,Male,Admin,100.0,Bachelor,2337.53,0.82,Data Analyst,2006-03-28,London,England,UK,4.0,No,,30,Yes
E0704,Pooja Gupta,150.0,Female,Finance,,PhD,3911.77,9.19,Sales Associate,2021-05-16,London,England,UK,4.0,,400.0,3,Yes
E0026,Neha Singh,150.0,Female,HR,,PhD,413927.53,8.5,HR Executive,2010-08-05,Mumbai,Maharashtra,India,5.0,Yes,400.0,19,Yes
E0425,Vivek Nair,150.0,Male,Finance,4.5,High School,4367.18,16.07,Manager,2017-05-08,Delhi,Delhi,India,,No,,4,Yes
E0742,Deepak Chopra,-5.0,Female,HR,-3.0,PhD,3701.25,16.61,Software Engineer,2007-02-06,San Francisco,California,USA,2.0,,,18,Yes
E1010,Deepak Reddy,54.0,Female,Sales,100.0,Bachelor,3980.39,10.17,Sales Associate,2021-04-13,Sydney,NSW,Australia,,,8.0,26,No
E0788,Raj Reddy,36.0,Female,Sales,3.2,Bachelor,1955.28,15.56,Software Engineer,2022-03-13,Bangalore,Karnataka,India,3.0,,43.0,14,No
E0107,Jyoti Nair,150.0,Male,Sales,11.6,High School,4739.71,10.48,Sales Associate,2011-08-07,London,England,UK,3.0,No,58.0,7,Yes
E0056,Raj Singh,-5.0,Male,Marketing,100.0,PhD,6644.12,19.48,Software Engineer,2022-12-28,Mumbai,Maharashtra,India,4.0,Yes,400.0,27,No
E0381,Jyoti Verma,150.0,Female,Support,100.0,Bachelor,,9.25,Sales Associate,2013-11-18,London,England,UK,1.0,No,,21,Yes
E0214,Raj Sharma,59.0,,IT,100.0,PhD,4328.43,18.35,Sales Associate,2005-12-23,Bangalore,Karnataka,India,1.0,,,27,No
E0121,Priya Chopra,,Female,Admin,100.0,High School,8065.48,9.46,Data Analyst,2006-10-21,Mumbai,Maharashtra,India,4.0,No,400.0,4,Yes
E0790,Karan Verma,-5.0,Female,IT,1.5,Bachelor,2766.95,500.0,Sales Associate,2017-07-03,San Francisco,California,USA,1.0,No,32.0,3,Yes
E0552,A. Das,-5.0,Other,Admin,8.2,High School,5676.97,8.52,Data Analyst,2022-07-28,London,England,UK,3.0,Yes,400.0,11,No
E0073,Amit Singh,150.0,Female,Sales,,High School,,7.57,Data Analyst,2022-12-20,Delhi,Delhi,India,1.0,No,400.0,4,Yes
E0901,Anjali Gupta,,Male,Support,11.9,PhD,,20.06,Manager,2012-08-18,London,England,UK,,,54.0,3,No
E0353,Deepak Patel,19.0,Male,IT,-3.0,PhD,7345.46,12.72,Sales Associate,2020-05-20,Sydney,NSW,Australia,5.0,No,,23,No
E0508,Raj Singh,-5.0,Male,Sales,100.0,Master,4547.03,5.2,Sales Associate,2008-07-26,Bangalore,Karnataka,India,3.0,No,7.0,16,Yes
E0849,Vikas Das,,Female,IT,,High School,5865.92,3.11,Data Analyst,2008-10-25,Delhi,Delhi,India,2.0,No,,21,Yes
E0722,Raj Patel,-5.0,Female,Sales,,High School,8161.08,4.92,HR Executive,2006-08-03,Delhi,Delhi,India,2.0,No,,6,Yes
E0443,Priya Reddy,61.0,Male,Marketing,-3.0,High School,4711.82,3.95,Data Analyst,2021-11-20,San Francisco,California,USA,4.0,Yes,,29,Yes
E0307,Pooja Verma,25.0,,Marketing,-3.0,PhD,5388.18,15.37,Software Engineer,2015-06-05,Sydney,NSW,Australia,5.0,Yes,400.0,4,Yes
E0352,Sunil Verma,20.0,Male,Support,100.0,Master,3899.39,6.64,Sales Associate,2013-06-28,Delhi,Delhi,India,2.0,Yes,,20,No
E0774,Ravi Singh,-5.0,Female,Admin,4.5,Bachelor,5879.0,13.89,Sales Associate,2021-03-27,San Francisco,California,USA,3.0,,400.0,20,Yes
E0523,Sneha Singh,,Female,IT,-3.0,Master,6031.88,2.19,Sales Associate,2021-05-13,Mumbai,Maharashtra,India,5.0,,57.0,19,No
E0695,Ravi Gupta,,Female,Marketing,2.8,PhD,407.64,7.25,Manager,2020-07-25,New York,New York,USA,1.0,No,,20,No
E0484,Sneha Nair,150.0,Female,IT,100.0,PhD,5617.67,18.51,HR Executive,2005-06-26,Delhi,Delhi,India,3.0,No,,9,No
E0953,Sunil Nair,150.0,Male,Support,-3.0,Bachelor,4538.95,15.9,Data Analyst,2013-03-15,Delhi,Delhi,India,4.0,No,50.0,6,No
E0309,Raj Reddy,,Female,Finance,,Master,1953.63,7.21,Sales Associate,2021-04-26,Mumbai,Maharashtra,India,3.0,Yes,1.0,18,No
E0478,Amit Chopra,-5.0,Female,Sales,-3.0,High School,,7.08,HR Executive,2013-05-21,Bangalore,Karnataka,India,2.0,Yes,400.0,3,No
E0061,Anjali Nair,31.0,Male,IT,100.0,PhD,3285.68,4.65,Sales Associate,2006-01-07,San Francisco,California,USA,2.0,Yes,400.0,10,No
E0605,Neha Gupta,,Male,Marketing,,PhD,543494.29,8.66,HR Executive,2016-11-26,New York,New York,USA,4.0,No,,7,Yes
E0093,Sneha Singh,-5.0,Female,Support,-3.0,PhD,3799.57,10.35,Manager,2014-02-19,Delhi,Delhi,India,4.0,No,400.0,25,Yes
E0718,Rina Sharma,,Male,IT,,Bachelor,5041.77,11.15,Manager,2023-05-15,Bangalore,Karnataka,India,2.0,,,8,Yes
E0922,Jyoti Sharma,47.0,Female,Sales,,High School,5506.33,14.1,Data Analyst,InvalidDate,San Francisco,California,USA,1.0,Yes,25.0,12,Yes
E0782,Rina Sharma,,Male,Support,-3.0,High School,693.31,15.49,Manager,2016-01-27,Sydney,NSW,Australia,5.0,Yes,,4,No
E0281,Priya Gupta,150.0,Female,Admin,9.8,Master,6349.64,4.39,Data Analyst,2020-07-25,London,England,UK,,No,,6,Yes
E0824,Anjali Chopra,47.0,Male,Admin,-3.0,Bachelor,7145.96,21.82,Software Engineer,2005-03-21,Sydney,NSW,Australia,,,400.0,22,Yes
E0424,Pooja Chopra,,Mlae,Sales,16.2,PhD,7182.62,13.05,Sales Associate,2023-12-17,San Francisco,California,USA,4.0,Yes,,18,No
E0345,Raj Sharma,,Male,Sales,12.0,PhD,6294.39,7.58,HR Executive,2008-12-28,Delhi,Delhi,India,3.0,Yes,400.0,6,Yes
E0183,Deepak Das,33.0,Female,Admin,,High School,4593.91,11.86,HR Executive,2005-02-13,Bangalore,Karnataka,India,5.0,,0.0,26,No
E0543,Vivek Sharma,,Male,Sales,-3.0,Master,7562.03,10.34,Manager,2006-10-17,Delhi,Delhi,India,5.0,,400.0,10,No
E0060,Pooja Reddy,,Male,HR,100.0,Master,4470.69,23.6,Software Engineer,2009-03-25,Mumbai,Maharashtra,India,,Yes,400.0,22,No
E0111,P. Gupta,,Female,IT,9.9,PhD,256439.3,10.38,Manager,2005-09-27,Bangalore,Karnataka,India,4.0,Yes,6.0,17,Yes
E0405,S. Das,34.0,Female,Finance,100.0,PhD,6789.85,8.53,Data Analyst,2019-03-16,Sydney,NSW,Australia,2.0,Yes,53.0,20,Yes
E0597,Vikas Verma,-5.0,Female,Support,,PhD,7680.9,0.62,Data Analyst,2023-09-11,Bangalore,Karnataka,India,4.0,No,41.0,28,No
E0532,Jyoti Reddy,-5.0,Female,Marketing,,PhD,274.14,4.95,Data Analyst,2017-08-24,Sydney,NSW,Australia,2.0,Yes,58.0,9,No
E0486,Amit Chopra,,,Finance,,Master,6506.68,11.91,Data Analyst,2021-02-21,Sydney,NSW,Australia,4.0,,400.0,27,Yes
E0741,Karan Reddy,150.0,Female,Admin,8.2,Bachelor,3704.92,13.72,Manager,2010-02-25,New York,New York,USA,1.0,,,15,Yes
E0927,Priya Sharma,34.0,Female,Support,9.7,Master,5958.88,14.37,Software Engineer,2023-11-11,Sydney,NSW,Australia,3.0,Yes,,3,No
E0262,Sneha Singh,18.0,Male,Support,13.1,Bachelor,6119.58,15.4,Manager,2016-09-26,Bangalore,Karnataka,India,1.0,,,10,No
E0495,Rina Gupta,,Female,HR,,High School,4200.73,11.12,HR Executive,2012-10-01,New York,New York,USA,,,400.0,10,Yes
E0549,Karan Verma,-5.0,Female,Sales,,Master,5856.61,9.06,Manager,2018-08-11,San Francisco,California,USA,4.0,Yes,400.0,11,Yes
E0676,Anjali Nair,38.0,Male,Finance,100.0,High School,8601.02,16.19,Manager,2007-08-13,San Francisco,California,USA,3.0,,400.0,28,Yes
E0986,Anjali Sharma,,Female,Sales,18.7,Bachelor,6864.38,8.82,HR Executive,2007-08-01,Sydney,NSW,Australia,5.0,,400.0,30,No
E0138,Ravi Reddy,,Male,Sales,4.4,Bachelor,1931.77,16.39,Data Analyst,2009-09-11,Sydney,NSW,Australia,,,,3,No
E0595,Pooja Patel,,Female,Admin,100.0,Master,6520.11,10.41,Manager,2023-05-20,London,England,UK,2.0,Yes,400.0,1,Yes
E0363,Ravi Reddy,-5.0,Other,IT,100.0,Bachelor,5477.58,8.7,Sales Associate,2019-12-12,San Francisco,California,USA,,No,49.0,29,No
E0895,Rina Singh,-5.0,Female,IT,8.4,PhD,6463.74,11.68,Data Analyst,2015-06-01,Bangalore,Karnataka,India,,No,53.0,3,No
E0735,Pooja Das,150.0,Male,Admin,-3.0,Master,2413.45,5.22,Data Analyst,2006-03-08,London,England,UK,4.0,No,58.0,24,Yes
E0666,K. Patel,26.0,Male,Finance,100.0,High School,4946.96,5.59,Software Engineer,2005-12-01,Sydney,NSW,Australia,3.0,,4.0,19,No
E1013,Karan Reddy,54.0,Male,IT,,High School,427274.2,5.19,HR Executive,2023-12-21,Mumbai,Maharashtra,India,2.0,Yes,400.0,7,No
E0030,Karan Das,-5.0,Male,Sales,,High School,3940.48,12.57,HR Executive,2009-07-06,New York,New York,USA,,No,,25,No
E0166,Neha Nair,,Female,HR,100.0,Bachelor,2925.51,9.05,Software Engineer,2014-01-13,Delhi,Delhi,India,5.0,Yes,54.0,21,Yes
E0249,R. Verma,-5.0,Male,HR,-3.0,Master,3548.51,10.93,Software Engineer,2022-05-08,San Francisco,California,USA,4.0,,8.0,24,No
E0308,Vivek Nair,-5.0,Male,Support,100.0,Master,5265.94,6.5,Sales Associate,2009-10-24,San Francisco,California,USA,4.0,No,44.0,24,No
E0784,Amit Khan,41.0,Male,Support,100.0,PhD,,13.09,Sales Associate,2016-10-19,San Francisco,California,USA,3.0,No,36.0,30,Yes
E0668,Sneha Nair,,Male,Support,9.3,PhD,,8.46,Data Analyst,2013-03-18,Sydney,NSW,Australia,2.0,,,25,Yes
E0337,Neha Das,35.0,Female,Sales,,PhD,3929.53,16.59,Software Engineer,2010-12-09,London,England,UK,3.0,No,,27,No
E0867,Deepak Gupta,56.0,Male,Sales,100.0,PhD,4016.2,0.62,Sales Associate,2021-09-25,Mumbai,Maharashtra,India,,,400.0,11,No
E0907,Anjali Das,27.0,Female,Finance,7.0,PhD,5247.1,19.77,Sales Associate,2016-07-27,Mumbai,Maharashtra,India,4.0,No,48.0,13,Yes
E0452,Vikas Chopra,-5.0,Mlae,HR,100.0,Master,3846.98,2.96,Data Analyst,2015-06-24,San Francisco,California,USA,,,,12,Yes
E0410,Pooja Das,150.0,Male,Support,100.0,PhD,,21.05,HR Executive,2017-09-21,London,England,UK,5.0,,45.0,8,Yes
E0674,Priya Khan,-5.0,Female,HR,100.0,PhD,5119.87,11.39,Manager,2016-12-28,Bangalore,Karnataka,India,5.0,No,4.0,15,No
E0582,Ravi Gupta,-5.0,Male,HR,,High School,3145.29,11.19,Software Engineer,2016-12-02,New York,New York,USA,4.0,Yes,11.0,18,Yes
E0066,Anjali Reddy,65.0,Male,Admin,-3.0,Master,3232.29,10.77,HR Executive,2008-06-23,San Francisco,California,USA,,Yes,2.0,23,No
E0491,Neha Verma,150.0,Male,Sales,-3.0,High School,3780.43,9.33,HR Executive,2018-09-13,Mumbai,Maharashtra,India,3.0,Yes,,28,No
E0983,Vikas Das,,Male,Sales,-3.0,PhD,-982.27,9.07,Data Analyst,2017-03-19,New York,New York,USA,3.0,No,400.0,9,No
E0395,Priya Das,-5.0,Male,IT,-3.0,PhD,1859.0,5.05,Software Engineer,2014-09-17,San Francisco,California,USA,1.0,No,59.0,4,Yes
E0255,Vikas Nair,-5.0,Female,Sales,100.0,High School,4807.88,15.75,HR Executive,2007-12-17,Delhi,Delhi,India,5.0,,34.0,13,No
E0799,Sunil Verma,-5.0,Female,Sales,-3.0,High School,2100.71,5.39,Manager,2015-11-06,Bangalore,Karnataka,India,4.0,,,12,Yes
E0313,Vikas Singh,,Male,Support,100.0,PhD,6416.71,11.22,Software Engineer,2008-05-16,Delhi,Delhi,India,1.0,,400.0,19,No
E0894,Priya Chopra,18.0,Male,Sales,8.7,High School,6358.29,8.49,Software Engineer,2012-08-17,San Francisco,California,USA,,Yes,45.0,22,Yes
E0222,P. Verma,,Female,IT,,Master,3574.31,10.53,Manager,2016-01-14,Mumbai,Maharashtra,India,,,,19,Yes
E0236,N. Patel,60.0,Male,Finance,-3.0,High School,2439.14,18.77,Sales Associate,2017-11-16,London,England,UK,,,16.0,12,Yes
E0436,Vikas Gupta,,,Support,5.5,Bachelor,5056.36,9.95,Manager,2022-08-05,Bangalore,Karnataka,India,,No,400.0,20,Yes
E0848,Raj Verma,150.0,Female,Sales,100.0,Bachelor,365277.27,8.46,Data Analyst,2013-09-13,San Francisco,California,USA,5.0,Yes,39.0,29,No
E0306,Vikas Chopra,150.0,Female,Finance,,Master,6215.79,10.93,Manager,2014-08-06,San Francisco,California,USA,2.0,,400.0,6,Yes
E0479,Pooja Nair,150.0,Female,HR,-3.0,High School,5565.16,8.76,Manager,2010-04-12,Sydney,NSW,Australia,4.0,No,,26,Yes
E0923,Deepak Reddy,29.0,Mlae,Sales,,Master,5909.48,7.42,Data Analyst,2015-08-25,Bangalore,Karnataka,India,2.0,Yes,,5,Yes
E1048,Anjali Reddy,-5.0,Female,Sales,-3.0,High School,4801.81,6.99,Sales Associate,2005-04-19,Delhi,Delhi,India,2.0,Yes,1.0,24,No
E0250,Deepak Chopra,150.0,Male,Marketing,-3.0,PhD,3776.96,2.97,Sales Associate,2009-04-21,Bangalore,Karnataka,India,5.0,,51.0,28,Yes
E0650,Pooja Sharma,,Male,Finance,,Master,7252.1,9.74,HR Executive,2009-11-23,San Francisco,California,USA,,Yes,7.0,29,No
E0583,Pooja Verma,-5.0,Male,Sales,-3.0,PhD,480175.07,10.95,Sales Associate,2008-07-17,Delhi,Delhi,India,1.0,No,,24,No
E0072,R. Das,,Female,IT,,High School,4369.46,13.79,Software Engineer,2016-04-01,Bangalore,Karnataka,India,1.0,,400.0,26,Yes
E0095,Sneha Sharma,,Male,Admin,-3.0,High School,2524.37,20.67,HR Executive,2020-11-07,London,England,UK,3.0,No,,2,Yes
E0034,Rina Khan,150.0,Male,Support,-3.0,Master,173540.68,7.9,Data Analyst,InvalidDate,Mumbai,Maharashtra,India,3.0,No,400.0,11,Yes
E0721,Rina Chopra,150.0,Female,HR,,Bachelor,5493.01,12.49,Manager,2020-07-15,San Francisco,California,USA,3.0,Yes,29.0,14,Yes
E0260,Pooja Chopra,20.0,Female,HR,100.0,PhD,4851.13,13.1,Software Engineer,2014-08-05,San Francisco,California,USA,3.0,No,400.0,17,Yes
E0205,Ravi Gupta,,Female,Marketing,11.4,Bachelor,2749.02,22.23,Manager,2011-03-06,Bangalore,Karnataka,India,5.0,,52.0,22,Yes
E0159,Sunil Das,-5.0,Male,Marketing,,Bachelor,4501.93,12.88,Software Engineer,2013-08-15,New York,New York,USA,3.0,,3.0,25,Yes
E0693,Vivek Das,150.0,Female,Support,,High School,7407.77,9.3,Data Analyst,2005-09-26,Bangalore,Karnataka,India,2.0,Yes,400.0,8,No
E0868,Pooja Verma,-5.0,Female,Support,-3.0,Master,,4.05,Sales Associate,2022-12-13,Bangalore,Karnataka,India,2.0,No,8.0,27,Yes
E0078,Jyoti Patel,-5.0,Male,Support,,Bachelor,5091.14,6.74,Manager,2018-05-21,New York,New York,USA,1.0,Yes,,13,No
E0085,Deepak Sharma,-5.0,Female,HR,,Bachelor,7064.93,2.4,Software Engineer,2006-03-15,Bangalore,Karnataka,India,4.0,Yes,,5,No
E0199,Jyoti Verma,54.0,Female,Marketing,,High School,3979.97,8.65,Sales Associate,2020-06-12,Delhi,Delhi,India,,Yes,400.0,20,Yes
E0083,Vivek Reddy,150.0,Male,Admin,7.6,High School,3693.34,18.83,Data Analyst,2016-09-10,Delhi,Delhi,India,3.0,Yes,,9,Yes
E0515,Amit Verma,25.0,Male,IT,,High School,4085.81,6.99,Software Engineer,2014-07-16,Mumbai,Maharashtra,India,2.0,,,22,No
E0929,Vikas Patel,150.0,Female,Sales,,PhD,4296.16,6.15,Sales Associate,2021-08-07,Delhi,Delhi,India,4.0,No,400.0,8,Yes
E0678,Vivek Khan,-5.0,Male,Sales,,High School,5952.72,12.53,Software Engineer,2018-02-12,London,England,UK,2.0,No,400.0,18,Yes
